canonical_folder_or_path,schema,market,year,pair,approval_packet_decision,policy_problem,proposed_manifest_policy_patch_summary,alternative_decision,user_approval_required_before_manifest_edit,cleanup_gate_remains_blocked,evidence_source,evidence_detail
data/dbn/status,status,6A,2014,6A:2014,MANIFEST_FIX_RECOMMENDED,"configs/data_manifest.yaml requires complete status DBN coverage, while lineage says status is optional enrichment for Phase 1B and not required for the bounded Phase 1A/1B/1C/2 restart smoke.","With explicit approval, mark status missing pairs optional/deferred for cleanup-gate purposes, or add these status pairs to allowed_missing_pairs with a documented optional-enrichment rationale.",KEEP_MANIFEST_REQUIREMENT_AND_REPAIR if the user wants full status coverage before cleanup evaluation.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/dbn/status,status,6B,2014,6B:2014,MANIFEST_FIX_RECOMMENDED,"configs/data_manifest.yaml requires complete status DBN coverage, while lineage says status is optional enrichment for Phase 1B and not required for the bounded Phase 1A/1B/1C/2 restart smoke.","With explicit approval, mark status missing pairs optional/deferred for cleanup-gate purposes, or add these status pairs to allowed_missing_pairs with a documented optional-enrichment rationale.",KEEP_MANIFEST_REQUIREMENT_AND_REPAIR if the user wants full status coverage before cleanup evaluation.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/dbn/status,status,6C,2010,6C:2010,MANIFEST_FIX_RECOMMENDED,"configs/data_manifest.yaml requires complete status DBN coverage, while lineage says status is optional enrichment for Phase 1B and not required for the bounded Phase 1A/1B/1C/2 restart smoke.","With explicit approval, mark status missing pairs optional/deferred for cleanup-gate purposes, or add these status pairs to allowed_missing_pairs with a documented optional-enrichment rationale.",KEEP_MANIFEST_REQUIREMENT_AND_REPAIR if the user wants full status coverage before cleanup evaluation.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/dbn/status,status,6C,2011,6C:2011,MANIFEST_FIX_RECOMMENDED,"configs/data_manifest.yaml requires complete status DBN coverage, while lineage says status is optional enrichment for Phase 1B and not required for the bounded Phase 1A/1B/1C/2 restart smoke.","With explicit approval, mark status missing pairs optional/deferred for cleanup-gate purposes, or add these status pairs to allowed_missing_pairs with a documented optional-enrichment rationale.",KEEP_MANIFEST_REQUIREMENT_AND_REPAIR if the user wants full status coverage before cleanup evaluation.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/dbn/status,status,6C,2014,6C:2014,MANIFEST_FIX_RECOMMENDED,"configs/data_manifest.yaml requires complete status DBN coverage, while lineage says status is optional enrichment for Phase 1B and not required for the bounded Phase 1A/1B/1C/2 restart smoke.","With explicit approval, mark status missing pairs optional/deferred for cleanup-gate purposes, or add these status pairs to allowed_missing_pairs with a documented optional-enrichment rationale.",KEEP_MANIFEST_REQUIREMENT_AND_REPAIR if the user wants full status coverage before cleanup evaluation.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/dbn/status,status,6E,2012,6E:2012,MANIFEST_FIX_RECOMMENDED,"configs/data_manifest.yaml requires complete status DBN coverage, while lineage says status is optional enrichment for Phase 1B and not required for the bounded Phase 1A/1B/1C/2 restart smoke.","With explicit approval, mark status missing pairs optional/deferred for cleanup-gate purposes, or add these status pairs to allowed_missing_pairs with a documented optional-enrichment rationale.",KEEP_MANIFEST_REQUIREMENT_AND_REPAIR if the user wants full status coverage before cleanup evaluation.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/dbn/status,status,6E,2013,6E:2013,MANIFEST_FIX_RECOMMENDED,"configs/data_manifest.yaml requires complete status DBN coverage, while lineage says status is optional enrichment for Phase 1B and not required for the bounded Phase 1A/1B/1C/2 restart smoke.","With explicit approval, mark status missing pairs optional/deferred for cleanup-gate purposes, or add these status pairs to allowed_missing_pairs with a documented optional-enrichment rationale.",KEEP_MANIFEST_REQUIREMENT_AND_REPAIR if the user wants full status coverage before cleanup evaluation.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/dbn/status,status,6E,2014,6E:2014,MANIFEST_FIX_RECOMMENDED,"configs/data_manifest.yaml requires complete status DBN coverage, while lineage says status is optional enrichment for Phase 1B and not required for the bounded Phase 1A/1B/1C/2 restart smoke.","With explicit approval, mark status missing pairs optional/deferred for cleanup-gate purposes, or add these status pairs to allowed_missing_pairs with a documented optional-enrichment rationale.",KEEP_MANIFEST_REQUIREMENT_AND_REPAIR if the user wants full status coverage before cleanup evaluation.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/dbn/status,status,6J,2010,6J:2010,MANIFEST_FIX_RECOMMENDED,"configs/data_manifest.yaml requires complete status DBN coverage, while lineage says status is optional enrichment for Phase 1B and not required for the bounded Phase 1A/1B/1C/2 restart smoke.","With explicit approval, mark status missing pairs optional/deferred for cleanup-gate purposes, or add these status pairs to allowed_missing_pairs with a documented optional-enrichment rationale.",KEEP_MANIFEST_REQUIREMENT_AND_REPAIR if the user wants full status coverage before cleanup evaluation.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/dbn/status,status,6J,2014,6J:2014,MANIFEST_FIX_RECOMMENDED,"configs/data_manifest.yaml requires complete status DBN coverage, while lineage says status is optional enrichment for Phase 1B and not required for the bounded Phase 1A/1B/1C/2 restart smoke.","With explicit approval, mark status missing pairs optional/deferred for cleanup-gate purposes, or add these status pairs to allowed_missing_pairs with a documented optional-enrichment rationale.",KEEP_MANIFEST_REQUIREMENT_AND_REPAIR if the user wants full status coverage before cleanup evaluation.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/dbn/status,status,6M,2013,6M:2013,MANIFEST_FIX_RECOMMENDED,"configs/data_manifest.yaml requires complete status DBN coverage, while lineage says status is optional enrichment for Phase 1B and not required for the bounded Phase 1A/1B/1C/2 restart smoke.","With explicit approval, mark status missing pairs optional/deferred for cleanup-gate purposes, or add these status pairs to allowed_missing_pairs with a documented optional-enrichment rationale.",KEEP_MANIFEST_REQUIREMENT_AND_REPAIR if the user wants full status coverage before cleanup evaluation.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/dbn/status,status,6M,2014,6M:2014,MANIFEST_FIX_RECOMMENDED,"configs/data_manifest.yaml requires complete status DBN coverage, while lineage says status is optional enrichment for Phase 1B and not required for the bounded Phase 1A/1B/1C/2 restart smoke.","With explicit approval, mark status missing pairs optional/deferred for cleanup-gate purposes, or add these status pairs to allowed_missing_pairs with a documented optional-enrichment rationale.",KEEP_MANIFEST_REQUIREMENT_AND_REPAIR if the user wants full status coverage before cleanup evaluation.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/dbn/status,status,ES,2014,ES:2014,MANIFEST_FIX_RECOMMENDED,"configs/data_manifest.yaml requires complete status DBN coverage, while lineage says status is optional enrichment for Phase 1B and not required for the bounded Phase 1A/1B/1C/2 restart smoke.","With explicit approval, mark status missing pairs optional/deferred for cleanup-gate purposes, or add these status pairs to allowed_missing_pairs with a documented optional-enrichment rationale.",KEEP_MANIFEST_REQUIREMENT_AND_REPAIR if the user wants full status coverage before cleanup evaluation.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/dbn/status,status,GC,2010,GC:2010,MANIFEST_FIX_RECOMMENDED,"configs/data_manifest.yaml requires complete status DBN coverage, while lineage says status is optional enrichment for Phase 1B and not required for the bounded Phase 1A/1B/1C/2 restart smoke.","With explicit approval, mark status missing pairs optional/deferred for cleanup-gate purposes, or add these status pairs to allowed_missing_pairs with a documented optional-enrichment rationale.",KEEP_MANIFEST_REQUIREMENT_AND_REPAIR if the user wants full status coverage before cleanup evaluation.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/dbn/status,status,GC,2014,GC:2014,MANIFEST_FIX_RECOMMENDED,"configs/data_manifest.yaml requires complete status DBN coverage, while lineage says status is optional enrichment for Phase 1B and not required for the bounded Phase 1A/1B/1C/2 restart smoke.","With explicit approval, mark status missing pairs optional/deferred for cleanup-gate purposes, or add these status pairs to allowed_missing_pairs with a documented optional-enrichment rationale.",KEEP_MANIFEST_REQUIREMENT_AND_REPAIR if the user wants full status coverage before cleanup evaluation.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/dbn/status,status,HE,2013,HE:2013,MANIFEST_FIX_RECOMMENDED,"configs/data_manifest.yaml requires complete status DBN coverage, while lineage says status is optional enrichment for Phase 1B and not required for the bounded Phase 1A/1B/1C/2 restart smoke.","With explicit approval, mark status missing pairs optional/deferred for cleanup-gate purposes, or add these status pairs to allowed_missing_pairs with a documented optional-enrichment rationale.",KEEP_MANIFEST_REQUIREMENT_AND_REPAIR if the user wants full status coverage before cleanup evaluation.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/dbn/status,status,HG,2011,HG:2011,MANIFEST_FIX_RECOMMENDED,"configs/data_manifest.yaml requires complete status DBN coverage, while lineage says status is optional enrichment for Phase 1B and not required for the bounded Phase 1A/1B/1C/2 restart smoke.","With explicit approval, mark status missing pairs optional/deferred for cleanup-gate purposes, or add these status pairs to allowed_missing_pairs with a documented optional-enrichment rationale.",KEEP_MANIFEST_REQUIREMENT_AND_REPAIR if the user wants full status coverage before cleanup evaluation.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/dbn/status,status,HG,2014,HG:2014,MANIFEST_FIX_RECOMMENDED,"configs/data_manifest.yaml requires complete status DBN coverage, while lineage says status is optional enrichment for Phase 1B and not required for the bounded Phase 1A/1B/1C/2 restart smoke.","With explicit approval, mark status missing pairs optional/deferred for cleanup-gate purposes, or add these status pairs to allowed_missing_pairs with a documented optional-enrichment rationale.",KEEP_MANIFEST_REQUIREMENT_AND_REPAIR if the user wants full status coverage before cleanup evaluation.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/dbn/status,status,HO,2010,HO:2010,MANIFEST_FIX_RECOMMENDED,"configs/data_manifest.yaml requires complete status DBN coverage, while lineage says status is optional enrichment for Phase 1B and not required for the bounded Phase 1A/1B/1C/2 restart smoke.","With explicit approval, mark status missing pairs optional/deferred for cleanup-gate purposes, or add these status pairs to allowed_missing_pairs with a documented optional-enrichment rationale.",KEEP_MANIFEST_REQUIREMENT_AND_REPAIR if the user wants full status coverage before cleanup evaluation.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/dbn/status,status,HO,2011,HO:2011,MANIFEST_FIX_RECOMMENDED,"configs/data_manifest.yaml requires complete status DBN coverage, while lineage says status is optional enrichment for Phase 1B and not required for the bounded Phase 1A/1B/1C/2 restart smoke.","With explicit approval, mark status missing pairs optional/deferred for cleanup-gate purposes, or add these status pairs to allowed_missing_pairs with a documented optional-enrichment rationale.",KEEP_MANIFEST_REQUIREMENT_AND_REPAIR if the user wants full status coverage before cleanup evaluation.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/dbn/status,status,HO,2012,HO:2012,MANIFEST_FIX_RECOMMENDED,"configs/data_manifest.yaml requires complete status DBN coverage, while lineage says status is optional enrichment for Phase 1B and not required for the bounded Phase 1A/1B/1C/2 restart smoke.","With explicit approval, mark status missing pairs optional/deferred for cleanup-gate purposes, or add these status pairs to allowed_missing_pairs with a documented optional-enrichment rationale.",KEEP_MANIFEST_REQUIREMENT_AND_REPAIR if the user wants full status coverage before cleanup evaluation.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/dbn/status,status,HO,2013,HO:2013,MANIFEST_FIX_RECOMMENDED,"configs/data_manifest.yaml requires complete status DBN coverage, while lineage says status is optional enrichment for Phase 1B and not required for the bounded Phase 1A/1B/1C/2 restart smoke.","With explicit approval, mark status missing pairs optional/deferred for cleanup-gate purposes, or add these status pairs to allowed_missing_pairs with a documented optional-enrichment rationale.",KEEP_MANIFEST_REQUIREMENT_AND_REPAIR if the user wants full status coverage before cleanup evaluation.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/dbn/status,status,KE,2013,KE:2013,MANIFEST_FIX_RECOMMENDED,"configs/data_manifest.yaml requires complete status DBN coverage, while lineage says status is optional enrichment for Phase 1B and not required for the bounded Phase 1A/1B/1C/2 restart smoke.","With explicit approval, mark status missing pairs optional/deferred for cleanup-gate purposes, or add these status pairs to allowed_missing_pairs with a documented optional-enrichment rationale.",KEEP_MANIFEST_REQUIREMENT_AND_REPAIR if the user wants full status coverage before cleanup evaluation.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/dbn/status,status,KE,2014,KE:2014,MANIFEST_FIX_RECOMMENDED,"configs/data_manifest.yaml requires complete status DBN coverage, while lineage says status is optional enrichment for Phase 1B and not required for the bounded Phase 1A/1B/1C/2 restart smoke.","With explicit approval, mark status missing pairs optional/deferred for cleanup-gate purposes, or add these status pairs to allowed_missing_pairs with a documented optional-enrichment rationale.",KEEP_MANIFEST_REQUIREMENT_AND_REPAIR if the user wants full status coverage before cleanup evaluation.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/dbn/status,status,LE,2010,LE:2010,MANIFEST_FIX_RECOMMENDED,"configs/data_manifest.yaml requires complete status DBN coverage, while lineage says status is optional enrichment for Phase 1B and not required for the bounded Phase 1A/1B/1C/2 restart smoke.","With explicit approval, mark status missing pairs optional/deferred for cleanup-gate purposes, or add these status pairs to allowed_missing_pairs with a documented optional-enrichment rationale.",KEEP_MANIFEST_REQUIREMENT_AND_REPAIR if the user wants full status coverage before cleanup evaluation.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/dbn/status,status,LE,2011,LE:2011,MANIFEST_FIX_RECOMMENDED,"configs/data_manifest.yaml requires complete status DBN coverage, while lineage says status is optional enrichment for Phase 1B and not required for the bounded Phase 1A/1B/1C/2 restart smoke.","With explicit approval, mark status missing pairs optional/deferred for cleanup-gate purposes, or add these status pairs to allowed_missing_pairs with a documented optional-enrichment rationale.",KEEP_MANIFEST_REQUIREMENT_AND_REPAIR if the user wants full status coverage before cleanup evaluation.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/dbn/status,status,LE,2012,LE:2012,MANIFEST_FIX_RECOMMENDED,"configs/data_manifest.yaml requires complete status DBN coverage, while lineage says status is optional enrichment for Phase 1B and not required for the bounded Phase 1A/1B/1C/2 restart smoke.","With explicit approval, mark status missing pairs optional/deferred for cleanup-gate purposes, or add these status pairs to allowed_missing_pairs with a documented optional-enrichment rationale.",KEEP_MANIFEST_REQUIREMENT_AND_REPAIR if the user wants full status coverage before cleanup evaluation.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/dbn/status,status,LE,2013,LE:2013,MANIFEST_FIX_RECOMMENDED,"configs/data_manifest.yaml requires complete status DBN coverage, while lineage says status is optional enrichment for Phase 1B and not required for the bounded Phase 1A/1B/1C/2 restart smoke.","With explicit approval, mark status missing pairs optional/deferred for cleanup-gate purposes, or add these status pairs to allowed_missing_pairs with a documented optional-enrichment rationale.",KEEP_MANIFEST_REQUIREMENT_AND_REPAIR if the user wants full status coverage before cleanup evaluation.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/dbn/status,status,NQ,2012,NQ:2012,MANIFEST_FIX_RECOMMENDED,"configs/data_manifest.yaml requires complete status DBN coverage, while lineage says status is optional enrichment for Phase 1B and not required for the bounded Phase 1A/1B/1C/2 restart smoke.","With explicit approval, mark status missing pairs optional/deferred for cleanup-gate purposes, or add these status pairs to allowed_missing_pairs with a documented optional-enrichment rationale.",KEEP_MANIFEST_REQUIREMENT_AND_REPAIR if the user wants full status coverage before cleanup evaluation.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/dbn/status,status,NQ,2014,NQ:2014,MANIFEST_FIX_RECOMMENDED,"configs/data_manifest.yaml requires complete status DBN coverage, while lineage says status is optional enrichment for Phase 1B and not required for the bounded Phase 1A/1B/1C/2 restart smoke.","With explicit approval, mark status missing pairs optional/deferred for cleanup-gate purposes, or add these status pairs to allowed_missing_pairs with a documented optional-enrichment rationale.",KEEP_MANIFEST_REQUIREMENT_AND_REPAIR if the user wants full status coverage before cleanup evaluation.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/dbn/status,status,RB,2010,RB:2010,MANIFEST_FIX_RECOMMENDED,"configs/data_manifest.yaml requires complete status DBN coverage, while lineage says status is optional enrichment for Phase 1B and not required for the bounded Phase 1A/1B/1C/2 restart smoke.","With explicit approval, mark status missing pairs optional/deferred for cleanup-gate purposes, or add these status pairs to allowed_missing_pairs with a documented optional-enrichment rationale.",KEEP_MANIFEST_REQUIREMENT_AND_REPAIR if the user wants full status coverage before cleanup evaluation.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/dbn/status,status,RB,2011,RB:2011,MANIFEST_FIX_RECOMMENDED,"configs/data_manifest.yaml requires complete status DBN coverage, while lineage says status is optional enrichment for Phase 1B and not required for the bounded Phase 1A/1B/1C/2 restart smoke.","With explicit approval, mark status missing pairs optional/deferred for cleanup-gate purposes, or add these status pairs to allowed_missing_pairs with a documented optional-enrichment rationale.",KEEP_MANIFEST_REQUIREMENT_AND_REPAIR if the user wants full status coverage before cleanup evaluation.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/dbn/status,status,RB,2012,RB:2012,MANIFEST_FIX_RECOMMENDED,"configs/data_manifest.yaml requires complete status DBN coverage, while lineage says status is optional enrichment for Phase 1B and not required for the bounded Phase 1A/1B/1C/2 restart smoke.","With explicit approval, mark status missing pairs optional/deferred for cleanup-gate purposes, or add these status pairs to allowed_missing_pairs with a documented optional-enrichment rationale.",KEEP_MANIFEST_REQUIREMENT_AND_REPAIR if the user wants full status coverage before cleanup evaluation.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
